20180126,0,35171,1989,37160
20180127,1,37126,1988,39114
20180128,1,34718,1895,36613
20180129,0,34321,2058,36379
20180130,0,28840,2328,31168
20180131,0,28608,2192,30800
20180201,0,31070,2074,33144
20180202,0,29564,1985,31549
20180203,1,29149,2289,31438
20180204,1,25047,1933,26980
20180205,0,28054,2134,30188
20180206,0,17850,1763,19613
20180207,0,26740,1833,28573
20180208,0,23228,1776,25004
20180209,0,26899,1723,28622
20180210,1,27436,2188,29624
20180211,1,26536,1673,28209
20180212,0,26062,1898,27960
20180213,0,31507,2035,33542
20180214,0,37289,2341,39630
20180215,1,41142,1854,42996
20180216,1,32959,1934,34893
20180217,1,33109,2484,35593
20180218,1,37224,2065,39289
20180219,0,36045,2138,38183
20180220,0,37860,2513,40373
20180221,0,37682,2711,40393
20180222,0,37791,2094,39885
20180223,0,38969,1832,40801
20180224,1,37995,2296,40291
20180225,1,37383,2252,39635
20180226,0,35852,2255,38107
20180227,0,34638,2480,37118
20180228,0,35253,2386,37639
20180301,1,39433,2920,42353
20180302,0,32690,2267,34957
20180303,1,27553,2294,29847
20180304,1,30840,2113,32953
20180305,0,29941,2281,32222
20180306,0,27479,2355,29834
20180307,0,24124,2438,26562
20180308,0,29221,2281,31502
20180309,0,34087,2062,36149
20180310,1,34913,2323,37236
20180311,1,31057,2132,33189
20180312,0,30726,2415,33141
20180313,0,29756,2293,32049
20180314,0,29232,2526,31758
20180315,0,33850,2265,36115
20180316,0,36088,2341,38429
20180317,1,36717,2659,39376
20180318,1,33642,2184,35826
20180319,0,32948,2420,35368
20180320,0,31098,2578,33676
20180321,0,33857,2683,36540
20180322,0,36560,2279,38839
20180323,0,38403,2532,40935
20180324,1,38034,4824,42858
20180325,1,34785,2647,37432
20180326,0,35939,2756,38695
20180327,0,34061,2870,36931
20180328,0,36178,3388,39566
20180329,0,37409,3112,40521
20180330,0,40206,2703,42909
20180331,1,39519,3392,42911
20180401,1,35624,2822,38446
20180402,0,39775,2666,42441
20180403,0,39446,2956,42402
20180404,0,37277,3455,40732
20180405,0,40469,3018,43487
20180406,0,42735,2513,45248
20180407,1,41431,3054,44485
20180408,1,38751,2609,41360
20180409,0,38894,4773,43667
20180410,0,38832,2705,41537
20180411,0,40122,2743,42865
20180412,0,41717,2906,44623
20180413,1,42700,2539,45239
20180414,1,41039,3091,44130
20180415,1,39627,2685,42312
20180416,0,39309,2461,41770
20180417,0,37169,3186,40355
20180418,0,39893,2842,42735
20180419,0,41757,2769,44526
20180420,0,44109,2968,47077
20180421,1,39976,3627,43603
20180422,1,37522,2825,40347
20180423,0,39393,2509,41902
20180424,0,38448,3179,41627
20180425,0,42818,3053,45871
20180426,0,43036,2808,45844
20180427,0,46080,2600,48680
20180428,1,45689,4220,49909
20180429,1,42711,2923,45634
20180430,0,38824,2779,41603
20180501,0,36089,3112,39201
20180502,0,36582,2743,39325
20180503,0,39843,2867,42710
20180504,0,45985,2641,48626
20180505,1,49373,3588,52961
20180506,1,33949,2638,36587
20180507,1,34292,2283,36575
20180508,0,38171,2827,40998
20180509,0,38093,2712,40805
20180510,0,37747,2464,40211
20180511,0,39442,2726,42168
20180512,1,41347,3304,44651
20180513,1,37603,2833,40436
20180514,0,41240,2382,43622
20180515,0,40166,3089,43255
20180516,0,38987,2815,41802
20180517,0,41092,3087,44179
20180518,0,43704,2929,46633
20180519,1,46125,3408,49533
20180520,1,39955,2638,42593
20180521,0,33352,2280,35632
20180522,1,30608,2626,33234
20180523,0,35964,2679,38643
20180524,0,38039,2767,40806
20180525,0,39136,2975,42111
20180526,1,41986,3685,45671
20180527,1,39460,3155,42615
20180528,0,41478,2683,44161
20180529,0,39256,3100,42356
20180530,0,37765,3664,41429
20180531,0,37088,3126,40214
20180601,0,41803,3280,45083
20180602,1,44631,3832,48463
20180603,1,42576,3124,45700
20180604,0,41083,2737,43820
20180605,0,39494,3274,42768
20180606,1,41126,3308,44434
20180607,0,36739,3535,40274
20180608,0,37664,3760,41424
20180609,1,42020,4133,46153
20180610,1,39942,4170,44112
20180611,0,37856,3770,41626
20180612,0,36582,4125,40707
20180613,0,39728,4713,44441
20180614,0,36817,4324,41141
20180615,0,37511,4032,41543
20180616,1,38438,4881,43319
20180617,1,39052,4156,43208
20180618,0,39606,3838,43444
20180619,0,37239,4316,41555
20180620,0,39520,4970,44490
20180621,0,40272,4077,44349
20180622,0,41128,3807,44935
20180623,1,40948,4458,45406
20180624,1,39247,3796,43043
20180625,0,40296,3385,43681
20180626,0,37313,4138,41451
20180627,0,34761,3658,38419
20180628,0,34456,5224,39680
20180629,0,31757,3588,35345
20180630,1,29663,4249,33912
